rank,country,user,affiliation,birth,rating,highest,match,win
66,JP,hogloid,Preferred Networks Inc.,1995,3002,3002,16,0
66,CZ,majk,ETH Zürich,1987,3002,3002,42,0
68,US,scott_wu,Harvard University,1996,2997,2997,4,0
69,US,Benq,MIT,2001,2993,3007,33,0
70,JP,japlj,"Recruit Communications Co., Ltd.",,2992,3037,16,1
71,CN,SanSiroWaltz,Tsinghua University,1999,2983,3083,19,0
72,CH,ilyakor,,1989,2981,3088,26,0
73,JP,yokozuna57,UT,,2980,3050,26,0
74,CN,zhouyuyang,SXYZ,2002,2978,2978,21,0
75,JP,Huziwara,東京大学,1994,2973,3099,37,0
75,RU,Golovanov399,Moscow IPT,1996,2973,3011,33,0
77,US,desert97,Stanford,1997,2964,2985,21,0
78,TW,dreamoon,National Taiwan University,1990,2962,3218,48,0
79,RU,Zlobober,Moscow State University,1995,2960,3057,13,0
80,CN,liympanda,,1982,2959,3028,21,0
81,CN,ACRush,,1986,2956,2956,7,0
82,RU,HellKitsune,Togliatti State University,1992,2950,3147,34,0
83,RU,mmaxio,,1993,2949,3005,28,0
84,JP,tozangezan,Star Wolf,1995,2947,3022,32,0
85,UA,RomaWhite,,,2937,2937,9,0
85,CN,kczno1,,2001,2937,2973,13,0
87,UA,LeBron,,1993,2936,2986,25,0
88,JP,IH19980412,The University of Tokyo,1998,2931,2989,31,0
89,RU,izban,ITMO University,1995,2929,3000,34,0
90,JP,sigma425,The University of Tokyo,1995,2928,3098,40,0
90,CN,King_George,,,2928,2928,20,0
92,RU,riadwaw,Moscow Institute of Physics and Technology,1993,2927,2999,21,0
92,SE,Gullesnuffs,Google,1994,2927,3039,9,0
94,CN,xyz111,MIT,,2926,2926,9,0
95,CN,gispzjz,,1999,2923,2923,15,0
96,CN,cgy4ever,,,2919,2928,2,1
97,RU,baz93,AimTech,1993,2915,2915,7,0
98,PL,voover,,1989,2913,3020,25,0
99,JP,asi1024,********* ******** Inc.,1993,2911,2947,22,0
100,HK,alex20030190,The Chinese University of Hong Kong,1997,2909,2979,8,0
101,IR,Reyna,,1999,2908,3121,41,0
102,JP,uwi,"Recruit Communications Co., Ltd.",1983,2903,3142,46,0
102,CN,yjqqqaq,,,2903,2903,5,0
104,JP,latte0119,筑波大学,1998,2902,2922,45,0
105,CN,OMTWOCZWEIXVI,,,2894,2894,8,0
106,CN,samjia2000,,2000,2890,2890,13,0
107,TW,shik,National Taiwan University,1992,2884,3130,40,0
108,RU,AndreySergunin,Moscow IPT,1997,2883,2883,15,0
109,HR,dbradac,,,2880,2880,10,0
110,VN,Zero_sharp,,1990,2879,2879,10,0
111,JP,sky58,346Production & 765LiveTheater,1991,2878,3127,35,1
112,CN,AngryBacon,Shanghai Jiao Tong University,,2876,2876,8,0
112,RU,khadaev,,1998,2876,3002,24,0
114,KR,august14,Korea,,2868,2910,27,0
115,JP,rickytheta,Tokyo Institute of Technology,1997,2866,2866,79,0
116,RU,VArtem,ITMO University,1993,2860,2862,25,0
117,RU,tinsane,,1998,2857,2857,11,0
118,JP,kawatea,,,2853,2940,35,0
119,JP,nuip,,1995,2852,2902,45,0
120,MY,zscoder,Chung Ling High School,2001,2851,2851,59,0
121,RU,DmitryGrigorev,Moscow IPT,2000,2850,2879,46,0
121,CN,cz_xuyixuan,Changzhou Senior High School of Jiangsu Province,2002,2850,2850,7,0
123,CN,sd0061,Beihang University,1994,2849,2849,11,0
124,ID,jonathanirvings,Google,1996,2848,2853,26,0
125,CN,waltz,,,2846,2846,16,0
126,CN,Stilwell,,,2841,2841,5,0
127,CN,rqgao2014,Nanjing Foreign Language School,2000,2839,2839,12,0
128,FR,Rafbill,,1996,2838,2947,35,0
129,RU,300iq,,2002,2837,2882,42,0
130,JP,natsugiri,,,2835,2861,33,0
131,BY,Arterm,Moscow Institute of Physics and Technology,1996,2833,3160,35,0
132,JP,wo01,The University of Tokyo,,2829,2829,21,0
133,CN,fqw,,1993,2828,2828,7,0
134,GE,USA,,,2825,2893,17,0
135,CN,fateice,,2000,2823,2823,4,0
136,KR,tlwpdus,Seoul National University,2000,2821,2821,9,0
136,CN,ftiasch,SJTU,1993,2821,2828,21,0
138,SK,xellos,KSP Slovakia,1994,2819,2835,25,0
139,JP,joisino,Kyoto University,,2818,2818,15,0
140,CN,diamond_duke,Nanjing Foreign Language School,2003,2816,2816,24,0
141,TW,iloveUtaha,National Experimental High School,2001,2811,2811,22,0
142,FI,Laakeri,University of Helsinki,1996,2810,2810,14,0
143,JP,kobae964,某社,1993,2807,2851,62,0
144,BY,progmatic,,2000,2806,2806,26,0
145,RO,geniucos,University of Oxford,1999,2805,2944,23,0
146,JP,E869120,Paken,2002,2804,2859,51,0
147,CA,y0105w49,,,2803,2803,9,0
148,IR,Deemo,,1999,2802,2940,18,0
149,RU,Kaban5,,,2800,2809,19,0
150,JP,tomerun,"Recruit Communications Co., Ltd.",1983,2799,2884,26,0
151,TW,eddy1021,National Taiwan University,,2790,2879,42,0
152,HR,ikatanic,student,,2788,2832,14,0
153,RO,atatomir,--,1999,2787,2800,14,0
154,UZ,Timur_Sitdikov,,1992,2779,2792,40,0
155,AU,jerrym,,,2769,2769,18,0
155,CN,YMDragon,,2000,2769,2769,6,0
157,JP,kmjp, ,,2767,3050,62,0
158,KR,zigui,Seoul National University,1996,2760,2783,9,0
159,CN,ugly2333,NSFZ,2002,2755,2755,23,0
160,KR,khsoo01,Seoul National University,2000,2754,2784,18,0
161,IN,rajat1603,Chennai Mathematical Institute,1998,2750,2750,24,0
162,TW,t1016d,National Taiwan University,1996,2747,2848,33,0
162,GQ,l__ZeRo_t,,,2747,2747,11,0
164,AR,mjhun,Universidad Nacional de Cordoba,1994,2743,2795,12,0
165,JP,ats5515,The University of Tokyo,,2733,2733,78,0
165,JP,mcfx,,,2733,2733,11,0
167,US,lewin,,1993,2730,2759,16,1
168,JP,climpet, ,,2725,2755,13,0
168,PL,krismaz,Jagiellonian University,1995,2725,2855,20,0
170,LT,KrK,Google,1991,2724,2903,38,0
171,CN,palayutm,,,2719,2719,23,0
172,JP,camypaper,,,2718,2758,26,0
172,TW,johnchen902,National Taiwan University,1997,2718,2765,10,0
174,CN,sfiction,Zhejiang University,1996,2713,2761,15,0
174,CN,VegetableChicken,,,2713,2713,1,0
176,CN,jiaqiyang,Tsinghua University,1999,2711,2711,11,0
177,RU,Vercingetorix,,1989,2708,2708,8,0
178,CH,dacin21,ETH,,2707,2707,3,0
179,AU,izrak,,,2705,2705,6,0
180,JP,Aquarius,The University of Tokyo,,2701,2756,55,0
181,RU,andrey_efremov,,,2699,2699,11,0
182,JP,anta,...,,2697,2975,31,0
183,JP,Kmcode,Denmark,2001,2696,2696,46,0
184,CN,only_hard,,,2695,2695,8,0
185,JP,catupper,UT,1996,2691,2691,48,0
186,JP,beet,会津大学,,2689,2710,95,0
187,CN,yanQval,,,2688,2688,7,0
188,CN,laofu,,,2677,2677,9,0
189,KR,mulgokizary,Pink Panda University,1991,2673,2673,6,0
190,CN,Tommyr7,,2000,2672,2684,21,0
191,JP,TangentDay,"Recruit Communications Co., Ltd.",1993,2668,2681,95,0
191,JP,sheyasutaka,,2003,2668,2668,50,0
191,UA,Andrew_Makar,,,2668,2668,9,0
191,CN,OhWeOnFire,,2002,2668,2720,15,0
195,JP,zerokugi,某社,1992,2667,2753,40,0
196,IT,dario2994,,,2666,2666,12,0
197,JP,satashun,The University of Tokyo,1996,2665,2689,52,0
197,CN,skydec,,1999,2665,2665,5,0
199,CN,supy,,2003,2662,2675,25,0
200,AU,GendelPiekel,University Of New South Wales,1997,2660,2820,6,0
200,RU,gritukan,,1998,2660,2698,26,0
202,CN,dy0607,Yali Middle School,2001,2659,2659,16,0
203,SG,pwypeanut,,1999,2658,2691,21,0
203,PL,Tabasz,University of Warsaw,1997,2658,2658,12,0
203,JP,hitonanode,NTT Media Intelligence Lab.,1993,2658,2671,27,0
206,CN,Y_UME,,,2656,2656,11,0
207,IN,Cerberus97,IIIT Delhi,1997,2651,2651,48,0
208,JP,Komaki,東京大学,,2648,2648,7,0
209,ID,wifi,Institut Teknologi Bandung,1996,2646,2698,45,0
210,AU,abyssmall,,,2639,2639,4,0
211,IR,alish,,2000,2638,2638,18,0
212,JP,Lepton,The University of Tokyo,,2636,2638,36,0
213,CN,xllend3,,,2632,2632,4,0
213,RU,cdkrot,,,2632,2632,19,0
215,CN,AwD,,,2631,2688,2,0
216,JP,math,Indeed,,2628,2828,75,0
217,JP,riantkb,Tokyo Tech,1995,2627,2627,67,0
218,CA,splittinghares,,1999,2623,2673,23,0
219,PL,mareksom,University of Warsaw,1995,2621,2655,9,0
220,RU,kraskevich,,1996,2615,2615,13,0
220,CN,yww,,,2615,2615,4,0
222,RO,AndreiNet,,1998,2613,2643,15,0
222,CN,orbitingflea,,2001,2613,2613,11,0
222,CN,jah_melon,,2001,2613,2613,11,0
225,DE,pwild,FAU,,2612,2618,30,0
226,CN,ccz181078,,,2611,2611,4,0
226,JP,re_sha,,,2611,2615,18,0
228,CN,zhongzihao,,,2610,2610,36,0
228,CN,yx_lu,,2000,2610,2610,6,0
230,JP,Pulmn,,,2604,2637,51,0
231,JP,heno239,Kyoto University,1999,2602,2602,43,0
232,SE,nigus,,,2601,2601,43,0
232,US,socketnaut,Cornell University,1994,2601,2601,13,0
234,CN,wtw,,1996,2600,2615,13,0
234,RU,scanhex,,2002,2600,2603,14,0
236,KR,Namnamseo,Seoul National University,2000,2594,2654,27,0
237,KR,kdh9949,Seoul National University,1999,2592,2592,17,0
237,CN,stilltooyoung,,,2592,2656,10,0
239,CN,yfzcsc,,,2591,2591,9,0
239,RU,voidmax,,,2591,2611,9,0
239,CN,guo,Yali High School,,2591,2622,13,0
242,JP,goto,paken,,2589,2623,14,0
242,JP,PIandS,,,2589,2712,63,0
242,BD,dragoon,,1986,2589,2724,39,0
245,JP,reew2n,筑波大学,1997,2588,2588,58,0
246,CN,lastans7,,,2587,2631,15,0
247,RO,fanache99,,,2586,2689,13,0
248,RU,pavelsavchenkov,,1994,2585,2585,28,0
249,TW,PECaveros,NTU,1996,2583,2583,8,0
250,JP,drafear,Kyoto University,1995,2582,2593,50,0
250,CN,tqyaaaaang,,,2582,2617,13,0
250,CA,Eliden,,1998,2582,2593,19,0
253,RO,tamionv,,1999,2580,2612,7,0
254,RU,grumpy_gordon,,2000,2579,2686,31,0
255,JP,smiken,,1994,2578,2594,68,0
255,CN,Miceren,SJTU,1995,2578,2578,6,0
257,KR,imeimi2000,,2000,2577,2588,7,0
258,JP,kort0n,The University of Tokyo,1997,2576,2576,29,0
259,JP,ir5," Preferred Networks, Inc.",1989,2574,2652,13,0
260,CN,rqy,,2002,2573,2573,18,0
261,RU,darinflar,,,2572,2572,6,0
262,CN,xyz2606,sjtu,,2571,2571,8,0
263,CN,Demerzel_IV,Yali Middle School,2001,2570,2573,21,0
264,UA,MrDindows,,1994,2569,2732,16,0
265,JP,tempura0224,Kyoto University,1996,2567,2567,44,0
266,CN,Roundgod,Nanjing University,1999,2565,2590,20,0
267,CA,FatalEagle,University of Waterloo,1998,2563,2663,11,0
267,BE,vlecomte,Columbia University,1996,2563,2582,14,0
267,CN,wzp,,,2563,2563,23,0
270,IN,teja349,IIT Madras,1998,2562,2647,32,0
271,PL,ania,Polish Academy of Sciences,1991,2561,2561,15,0
271,CN,wcz111,,2001,2561,2561,9,0
271,JP,noshi91,Tokyo Institute of Technology,,2561,2582,51,0
274,CN,tour1st,,2005,2559,2567,10,0
275,RU,sert,,1996,2557,2557,5,0
276,CN,zltttjm,,1926,2555,2555,8,0
277,RU,isaf27,239,2000,2554,2595,13,0
278,RU,Belonogov,Russia,,2549,2678,12,0
278,KR,unused,,,2549,2549,10,0
280,JO,Motarack,PSUT,1997,2548,2619,51,0
281,RU,Ping_Pong,,2001,2546,2637,27,0
282,KR,ainu7,Software Engineer,,2545,2705,9,0
283,AU,Whalanator,,1995,2544,2544,18,0
284,RS,TadijaSebez,,2001,2543,2543,15,0
285,IN,alecsyde,IIT Kanpur,1995,2542,2583,17,0
286,BR,fsouza,,1993,2539,2693,19,0
287,PL,elvina,,1996,2538,2538,13,0
288,US,dragonslayerit,,,2537,2537,3,0
289,JP,logicmachine,,,2533,2753,67,0
290,UA,mHuman,-,1999,2532,2532,23,0
291,VN,chemthan,FPT University,1992,2529,2694,37,0
292,TW,hank55663,,,2527,2527,27,0
293,IN,jtnydv25,,1998,2526,2545,19,0
293,RU,BudAlNik,ITMO University,1997,2526,2631,13,0
295,RU,dprpavlin,,1992,2524,2566,7,0
296,VN,dnk,東京工業大学,1997,2523,2604,15,0
296,CN,Anson,,,2523,2523,6,0
298,CN,s1451900,,1998,2522,2522,4,0
299,JP,pekempey,新潟大学,1995,2520,2555,77,0
300,KR,polequoll,,,2519,2519,3,0
301,CN,mjy0724,Hangzhou Xuejun High School,2000,2517,2575,10,0
302,AU,gongy,,,2516,2516,10,0
303,BY,avolchek,,,2515,2583,10,0
304,UA,BigBag,,1999,2514,2514,21,0
305,CN,rowdark,Shanghai Jiao Tong University,,2512,2512,2,0
305,CN,lsmll,ZJU,1997,2512,2512,11,0
307,JP,hirosegolf,unlambda,,2509,2560,20,0
307,CN,fangyoule,,2002,2509,2509,8,0
309,KR,jihoon,KAIST,1998,2507,2507,17,0
310,HK,nhho,The Chinese University of Hong Kong,1997,2505,2505,31,0
311,PL,Miyukine,,1999,2504,2504,15,0
311,JP,cyz666,東京八王子幼稚园,2001,2504,2504,10,0
313,RO,teomrn,,,2502,2502,12,0
313,CN,Wearry,,2001,2502,2530,16,0
315,JP,gazelle,Kyoto University,1997,2501,2501,64,0
316,JP,btk15049,nitech,1994,2498,2610,58,0
317,IR,imang,,,2497,2497,12,0
318,KR,kcm1700,,,2496,2524,13,0
318,CN,missever,,,2496,2496,9,0
320,CN,liumh8,Sun Yat-Sen University,1997,2493,2530,10,0
321,CN,HeHere,Yangzhou High School of Jiangsu Province,2003,2492,2492,7,0
322,CN,whzzt,,2001,2491,2491,3,0
322,CN,Cyani,Hangzhou Xuejun High School,2003,2491,2530,25,0
324,MD,reality,MIT,2000,2490,2490,39,0
325,JP,yuma000,Kyoto University,1995,2489,2505,19,0
325,JP,square1001,KCLC,2002,2489,2675,58,0
327,RU,Kurpilyansky,,1993,2488,2579,10,0
328,BY,subscriber,,1995,2485,2485,6,0
329,KR,OnionPringles,,1995,2483,2483,7,0
330,JP,tos,PFN,,2481,2544,14,0
330,BG,radoslav11,Plovdiv High School of Mathematics,2001,2481,2481,18,0
332,JP,ynymxiaolongbao,Paken,2003,2480,2480,60,0
333,IN,YashChandnani,,1998,2479,2479,7,0
334,UA,Vasyl,,,2478,2573,5,0
335,CN,lis,The High School Affiliated to Anhui Normal University,2000,2477,2535,16,0
336,UA,Wrinx,,,2476,2506,21,0
336,CN,xiper,University of Electronic Science and Technology of China,,2476,2476,11,0
338,KR,kajebiii,Seoul National University,1998,2474,2566,8,0
339,JP,hoget157,The University of Tokyo,2000,2473,2624,61,0
340,JP,pes,NOP,,2472,2472,16,0
340,US,chenmark,MIT,1990,2472,2477,23,0
340,CN,WuHongxun,,,2472,2505,12,0
343,GE,BaKIn,,2002,2470,2470,16,0
344,CN,frank_c1,Tsinghua University,2000,2469,2508,14,0
344,CN,funcsr,,,2469,2489,50,0
344,HK,chb1975,,1975,2469,2469,21,0
347,IN,akashdeep,,1992,2467,2467,28,0
347,CN,yybyyb,Changjun High School,,2467,2492,9,0
349,VN,I_love_Hoang_Yen,Google,1992,2463,2489,9,0
350,JP,goodbaton,Tokyo Tech,1998,2461,2551,39,0
351,JP,JTJL,...,1996,2459,2574,11,0
351,CN,xzkflowey,,2001,2459,2459,9,0
353,RU,Ilya_MSU,,,2458,2458,11,0
354,RU,savinov,,,2456,2456,8,0
354,JP,betrue12,,1988,2456,2473,33,0
356,JP,leign,東京大学,1996,2455,2476,69,0
356,UA,antontrygubO_o,,,2455,2455,13,0
358,AU,AngusRitossa,,2001,2454,2454,26,0
359,UA,Wild_Hamster,,1995,2452,2452,12,0
360,SG,guangxuan,,1999,2451,2460,24,0
361,JP,mechanicalpenciI,Uts1-B1,2000,2448,2457,24,0
362,CN,littlesheep,,1991,2445,2465,6,0
362,CN,swm_sxt,,2000,2445,2445,20,0
364,SG,mister,-,,2443,2443,6,0
365,TW,bigINnnner,,2016,2442,2551,36,0
366,JP,kyopro_friends,Japari Park,,2439,2439,29,0
367,JP,ixmel_rd,Ritsumeikan University,1995,2436,2464,43,0
367,CN,clatisus,Beihang University,1997,2436,2436,20,0
369,CN,cuiaoxiang,,1983,2435,2435,23,0
370,TW,tmwilliamlin168,,2002,2434,2453,15,0
370,CN,qiqi20021026,,2002,2434,2443,10,0
370,PL,Rzepa,University of Wrocław,,2434,2434,7,0
373,JP,mamekin,社会人,1988,2433,2581,44,0
373,JP,kimiyuki,Kobe University,1995,2433,2524,43,0
375,CN,nqiiii,Hangzhou Xuejun High School,,2431,2431,6,0
376,ZW,qwqwq,,1930,2429,2429,5,0
377,JP,drken,MSI,,2427,2503,37,0
377,RU,Denisson,,2000,2427,2427,11,0
379,CN,zhan8822,,2000,2426,2468,6,0
380,TW,bobogei81123,NTU,,2425,2425,3,0
381,CN,shanquan2,,,2424,2424,2,0
382,JP,June_boy,Shibuya Junior High School,2004,2423,2423,59,0
382,RS,ivan100sic,University of Nis,1995,2423,2423,7,0
384,JP,phidnight,UT,,2422,2570,12,0
384,JP,platypus,unidentified,,2422,2422,76,0
386,JP,omochana2,The University of Tokyo,,2421,2421,29,0
386,RU,Kronecker,,,2421,2525,12,0
386,CN,orzGEOTCBRL,,2000,2421,2421,9,0
389,JP,wafrelka,おふとん,,2420,2549,27,0
390,JP,tokoharu,,1991,2419,2508,15,0
390,CN,tun,Fudan U,,2419,2419,3,0
390,MD,yoseisan,,,2419,2477,37,0
393,CN,ESpace,,2000,2418,2469,12,0
394,IN,rahuldugar,IIT Roorkee,2000,2416,2473,31,0
395,JP,kotamanegi,Osaka University,2000,2413,2413,91,0
396,RU,bidzilya,,,2412,2412,10,0
397,TW,cchao,National Taiwan University,,2411,2433,23,0
397,RO,Mikester,,,2411,2478,14,0
397,CN,linkct,,,2411,2464,9,0
400,CN,zhan8855,,2000,2409,2409,12,0
401,CN,Victor_Lee,,,2407,2407,32,0
402,IR,LiTi,,1998,2405,2410,9,0
402,VN,abc123,,1999,2405,2449,25,0
402,CN,djq_cpp,Nanjing Foreign Language School,2005,2405,2405,15,0
405,JP,potetisensei,kyuridenamida,,2403,2565,27,0
406,CN,fwm94,Nanjing University,1994,2402,2465,21,0
407,IR,sasa99,,1999,2401,2528,12,0
408,JP,chocorusk,Kyoto University,1995,2398,2398,33,0
409,CA,azneye,University of Waterloo,,2397,2397,14,0
409,US,negativeb,MIT,,2397,2397,8,0
411,CN,zhou888,Yali Middle School,2002,2394,2395,17,0
412,JP,omeometo,,,2392,2392,5,0
412,UA,Fcdkbear,,1992,2392,2392,12,0
414,CN,EricHuang2003,The Experimental High School Attached to BNU,2003,2391,2391,6,0
415,JP,ogiekako, ,,2389,2544,20,0
415,CN,AcrossTheSky,HangZhou XueJun High School,1998,2389,2389,3,0
417,JP,fuppy0716,The University of Tokyo,1996,2388,2388,45,0
417,PL,shadowatyy,,,2388,2388,12,0
417,JP,sumitacchan,,1994,2388,2388,25,0
420,KR,tncks0121,??,,2386,2402,11,0
420,CN,cyand1317,HSEFZ,2000,2386,2386,17,0
422,RO,laurageorgescu,ICHB,2000,2385,2433,12,0
422,CN,t0urist,,2004,2385,2385,26,0
424,CN,ShichengXiao,Yali Middle School,2002,2384,2384,23,0
425,US,TusanHomichi,,,2383,2383,8,0
426,JP,piroz95,Tokyo Institute of Technology,1995,2382,2440,40,0
426,JP,satanic0258,Muroran Institute of Technology,1996,2382,2516,96,0
428,RU,enot,,1993,2381,2499,10,0
429,CN,Warden,,,2380,2380,16,0
429,CN,beginend,,2001,2380,2380,14,0
431,RU,azukun,,,2379,2444,23,0
432,RO,mcalancea,,,2378,2461,21,0
433,CN,sillybee,,2001,2375,2375,7,0
434,JP,nikutto,Kyoto University,1997,2374,2425,66,0
435,CN,OrenjiSora,,1995,2373,2373,7,0
436,CN,cwystc,Hangzhou No.2 High School,2001,2372,2386,23,0
437,JP,hamadu,???,1988,2371,2503,43,0
438,CN,TianXie,Shanghai University of Finance and Economics,1991,2369,2512,17,0
438,CN,rqgao2014_a,Nanjing Foreign Language School,2000,2369,2369,2,0
440,JP,gasin,ut,1997,2368,2478,50,0
440,RU,demon1999,ITMO university,1999,2368,2391,8,0
442,RU,Gassa,SPbSU,1984,2367,2560,18,0
443,CN,QAQAutoMaton,www.cnyali-lk.com,2005,2366,2366,17,0
444,JP,choikiwon,,1995,2363,2403,16,0
445,JP,amylase,"indeed, inc.",,2362,2431,36,0
446,CN,Gayyy,,2004,2360,2360,3,0
447,VN,creatnx,,,2359,2457,18,0
448,CN,Frost,,,2358,2358,9,0
449,CN,SHENZHEBEI,,2002,2357,2549,14,0
449,CN,core_wsy700,,,2357,2357,3,0
451,CN,skyline,,2002,2356,2356,15,0
452,JP,nwin,,,2354,2360,55,0
453,JP,staka,None,,2352,2352,9,0
453,RU,EgorLifar,,2003,2352,2447,36,0
455,JP,Hec,A Certain Company,1994,2348,2503,91,0
455,JP,Hoi_koro,,1992,2348,2400,72,0
455,CN,cogito,,,2348,2357,16,0
458,PL,fruwajacybyk,,1988,2344,2489,26,0
459,JP,eha,"Recruit Communications Co., Ltd.",,2342,2342,11,0
460,CN,zhouzhendong,,,2341,2341,12,0
461,RU,nikgaevoy,SPbSU,1998,2340,2360,11,0
462,RU,irkstepanov,MIPT,1998,2337,2393,17,0
463,CN,heyshb,,1997,2335,2335,11,0
463,RU,Alexandr_TS,,1998,2335,2348,16,0
465,KR,Doju,Seoul National University,1995,2334,2485,18,0
465,IR,amoo_safar,Tehran Allameh Helli High Schools no. 1,2003,2334,2334,11,0
467,JP,kazuma,Kyoto University,1997,2332,2483,77,0
468,CN,ZhusongLi,,1986,2331,2342,16,0
468,JP,tatyam,Saitama Prefectural Omiya High School Science and Mathematics Course,2002,2331,2331,45,0
470,CN,Akigeor,,,2330,2330,10,0
470,UA,famafka,,,2330,2419,18,0
472,JP,base64,Kyoto University,1996,2328,2328,41,0
473,UA,melnyk,,1994,2327,2524,21,0
473,JP,risujiroh,The University of Tokyo,1997,2327,2365,34,0
475,JP,nai,P,1991,2326,2353,36,0
476,UA,nobik,,,2325,2485,25,0
476,JP,sajninredoc,,,2325,2325,8,0
478,CN,SD_le,,,2324,2324,12,0
478,US,cliu568,MIT,1999,2324,2324,6,0
480,US,hawkomg,,,2323,2323,11,0
481,IN,sahilgrover,,1994,2322,2340,9,0
482,CN,jufusong,,,2320,2320,6,0
483,JP,dohatsutsu,,1994,2319,2465,53,0
483,CN,Magolor,,2001,2319,2356,9,0
485,CN,goodqt,,,2316,2370,9,0
485,RU,rembocoder,,1996,2316,2316,3,0
487,RS,boba5551,,,2315,2326,28,0
488,RU,ifsmirnov,,,2314,2369,7,0
489,AU,MathCrusader,Monash University,1989,2312,2465,17,0
489,RU,Andreikkaa,Moscow SU,1998,2312,2339,11,0
489,NL,TimonKnigge,,,2312,2383,6,0
492,CN,mayaohua,,,2311,2311,3,0
493,JP,mtsd,The University of Tokyo,1994,2310,2341,66,0
493,JP,leaf1415,University of Fukui,1994,2310,2345,56,0
495,CN,Kazami,Fudan University,1995,2309,2309,4,0
495,BY,Ra16bit,,1990,2309,2309,8,0
497,JP,kotatsugame,Tohoku University,1999,2307,2323,60,0
498,JP,akouryy,The University of Tokyo,,2306,2433,26,0
499,JP,tanzaku,Ω＼ζ°)ﾁｰﾝ,,2305,2484,95,0
499,RO,eudanip,,1995,2305,2305,9,0
501,JP,kenimo,,,2303,2303,24,0
