rank,country,user,affiliation,birth,rating,highest,match,win
10655,JP,yokto,,2001,700,743,11,0
10655,KR,akghxhs55,,2001,700,700,2,0
10655,CN,ErkkiErkko,,2001,700,700,1,0
10655,JP,ohdon,筑波大学,1994,700,700,13,0
10655,JP,FlutCla,,1999,700,700,11,0
10655,JP,somurie06,none,1987,700,721,10,0
10655,JP,iziz,University of Tokyo,1996,700,700,4,0
10655,CN,Fire_and_Ice,University of Electronic Science and Technology of China,2000,700,708,3,0
10655,JP,dyzl,,,700,700,5,0
10670,JP,apprec,-,,699,865,20,0
10670,JP,mikawataru,,1996,699,718,16,0
10670,JP,Y130e1b8,Osaka University,1998,699,699,5,0
10670,JP,motomoto,,1994,699,699,13,0
10670,JP,RedSpica,Toyama University,1999,699,699,12,0
10670,IN,I_HATE_JAVA,,1999,699,699,5,0
10670,JP,Pluto_SC,名古屋大学情報学部,1999,699,699,11,0
10670,JP,ntukey,,,699,790,15,0
10670,VN,Giangvp99,,1999,699,699,8,0
10670,JP,Noze,,,699,699,10,0
10670,IN,singhpriyank,,2000,699,735,10,0
10681,JP,ganmacs,-,,698,735,6,0
10681,JP,totem,,1989,698,773,12,0
10681,CN,mkgrei,,,698,780,8,0
10681,CN,henryly94,,1994,698,698,2,0
10681,RU,SSW,,,698,698,3,0
10681,CN,fgvfgfg1,,,698,698,1,0
10681,JP,matonix,,1993,698,737,9,0
10681,JP,makura,,1997,698,841,47,0
10681,IN,timmyjose,,,698,725,10,0
10681,JP,Atria,Future University Hakodate,2000,698,776,29,0
10681,JP,tijooptvlf,,1992,698,724,16,0
10681,CN,wangquan,,2001,698,705,5,0
10681,JP,mumumucoder,,,698,717,26,0
10681,TW,hq8398,,2002,698,716,15,0
10681,JP,tuziemon,Nagoya University,,698,698,9,0
10696,CN,sea5,,,697,697,1,0
10696,JP,sunflower9,,,697,697,1,0
10696,CN,DIDJSC,,,697,697,3,0
10696,JP,akagenorobin,,1990,697,754,6,0
10696,JP,nar930,,1994,697,721,18,0
10696,JP,norachro,,,697,827,43,0
10696,IN,o_v_shake,IIIT Delhi,1997,697,697,4,0
10696,JP,myabu,KansaiUniv,1998,697,697,19,0
10696,TR,Feristah,,2001,697,697,2,0
10696,JP,neoti,,1998,697,837,14,0
10696,JP,Mirage,sasa12,,697,697,10,0
10696,JP,NaWh19,,1996,697,697,6,0
10696,CN,Sugarii,,,697,697,5,0
10709,JP,genghiskhan,おじさん,1992,696,757,13,0
10709,CN,SpoiledInnocence,,,696,696,1,0
10709,JP,qinkeqin,,,696,696,9,0
10709,JP,ninben,,1994,696,795,10,0
10709,US,walnutwaldo20,,,696,696,1,0
10709,JP,Wistelia,久留米高専,2001,696,696,6,0
10709,RU,murfel,,1998,696,696,3,0
10709,JP,seryu,,1992,696,696,11,0
10709,JP,elephant,,1994,696,696,11,0
10709,IN,nivranshu,,1995,696,696,4,0
10709,JP,totototakemu,,1998,696,696,9,0
10709,DZ,Kricket,NuShtiu,1989,696,696,2,0
10709,JP,bath,,,696,696,11,0
10709,JP,hm00,,1989,696,696,13,0
10723,JP,himkt,,1995,695,1021,67,0
10723,JP,trickrpg,,1985,695,695,2,0
10723,JP,king_of_emotion,,1993,695,695,6,0
10723,JP,suetech,,,695,695,23,0
10723,JP,is,,,695,696,13,0
10723,JP,k_6101,,,695,793,30,0
10723,CN,MrG,,2006,695,695,6,0
10730,RU,BAPEGKA,,1999,694,694,1,0
10730,IN,ershiva,,1996,694,694,2,0
10730,IN,pandey11,,,694,694,4,0
10730,EG,MahmoudAli,,1996,694,694,2,0
10730,JP,Fumi0412,,1996,694,729,24,0
10730,JP,mp0liiu,学生ではない,1995,694,752,38,0
10730,CN,lby2013,,,694,694,1,0
10730,IN,nirav_96,,1996,694,694,8,0
10730,JP,Senzaburo,,,694,694,7,0
10730,JP,Alphahpt,Omega,2002,694,694,3,0
10730,JP,pettanko,,1991,694,694,11,0
10730,BD,yaseenmollik,,1997,694,746,5,0
10730,JP,tanimanianima364,,1999,694,694,29,0
10730,PE,The_Blitz,Pontificia Universidad Católica del Perú,1995,694,694,3,0
10744,JP,yutasth,,1988,693,693,3,0
10744,JP,ykmt,...,,693,790,7,0
10744,JP,a654889339,,,693,693,1,0
10744,SE,Heartr,,,693,693,2,0
10744,IN,fsociety00,"Indian Institute of Technology, Kharagpur",1998,693,693,3,0
10744,JP,himagineer,,1996,693,704,26,0
10744,JP,chikuwa111,,1996,693,738,10,0
10751,JP,osushi,KCCS,1993,692,713,8,0
10751,SY,Wiise_Syrian,NCD,2000,692,692,3,0
10751,CN,young1125,,1997,692,787,6,0
10751,IN,nileshjha19,,1996,692,735,16,0
10751,IN,strategist,,1996,692,692,2,0
10751,CN,ricky136973,,,692,692,3,0
10751,JP,kinaonao,h,1993,692,768,37,0
10751,JP,solveric,Waseda University,1995,692,724,8,0
10751,JP,rskmoi,,1992,692,692,4,0
10751,JP,kogad,,,692,692,15,0
10751,JP,rinrinta121,Keio University,2000,692,704,18,0
10751,UA,botanich,,2002,692,692,3,0
10751,CN,poilog,,,692,692,1,0
10751,JP,kt_soup,,2004,692,711,17,0
10751,JP,makkii,,2000,692,692,30,0
10751,IN,rutvik28,,1999,692,692,2,0
10751,IN,a_mysterious_x,,,692,692,4,0
10751,JP,flast,,1991,692,692,5,0
10751,JP,stng,,,692,692,19,0
10751,JP,matasuke,,,692,713,8,0
10751,JP,fastriver_org,Keio,2001,692,719,8,0
10772,JP,tuppole,　　,,691,776,8,0
10772,JP,syou4,京都産業大学,,691,796,11,0
10772,JP,hseisyu,N/A,,691,792,7,0
10772,IN,d_vishal,B.Tech,1996,691,691,4,0
10772,JP,LittleRed,,,691,691,1,0
10772,JP,tktktks10,,1995,691,706,7,0
10772,XX,IU,,,691,691,2,0
10772,CN,dynamicI,Nanjing Foreign Language School,2005,691,1388,26,0
10772,JP,satosu1979,Government,,691,691,12,0
10772,JP,sakano26,,1992,691,691,10,0
10772,JP,junijuni,,1997,691,691,20,0
10772,JP,suzuken_w,Waseda University,2000,691,691,13,0
10772,JP,tasugi,,1994,691,691,7,0
10772,JP,BluePlusSymbol,Meiji University,2000,691,691,14,0
10772,CN,tinjyu,,2004,691,691,2,0
10787,JP,elta19371277,,,690,690,4,0
10787,JP,clps1220,大阪大学,1993,690,712,13,0
10787,JP,ikeutiakira,Tokyo,,690,736,13,0
10787,JP,phys_k,,,690,690,5,0
10787,VN,letangphuquy,,2004,690,690,1,0
10787,JP,ruri_py,,1996,690,690,6,0
10787,JP,icu,,,690,690,6,0
10787,IN,Akasaransh,NIT Kurukshetra,1999,690,730,12,0
10787,TR,whistle,,2000,690,690,2,0
10796,JP,nh11092,,1997,689,689,12,0
10796,RU,Remarque,,2000,689,689,1,0
10796,CN,Starlit,,2002,689,689,2,0
10796,IN,mani_AC,,1997,689,689,2,0
10796,JP,pue,,1997,689,689,3,0
10796,JP,dshin,,1992,689,689,24,0
10796,JP,Cdec,,1994,689,883,20,0
10796,JP,liberty,The University of Tokyo,2000,689,749,13,0
10796,JP,mobtake,,1993,689,689,14,0
10796,JP,amota,,,689,689,14,0
10796,JP,i0i,,,689,689,5,0
10807,JP,almichest,ih,1985,688,766,9,0
10807,IN,sgdgp,,1996,688,741,4,0
10807,CN,muuyuum,,,688,688,6,0
10807,JP,tomiik,,,688,688,6,0
10807,JP,kuisiba,,,688,743,20,0
10807,CN,zhengnan,,1999,688,688,18,0
10807,CN,remoon,,2002,688,688,1,0
10807,RU,lordoz,,1999,688,688,2,0
10807,IN,akbar1214,,,688,734,10,0
10816,IT,Mr_Brionix,,2000,687,687,1,0
10816,MY,amostanls,,2000,687,739,8,0
10816,MA,commenthere,,1997,687,687,4,0
10816,JP,yurari29,Shizuoka University,1999,687,687,22,0
10816,JP,Nishi3311,学生,1998,687,687,8,0
10821,JP,peta727,和歌山大学,1996,686,686,15,0
10821,JP,phelmi,,,686,686,6,0
10821,CN,LittlePea,,,686,801,12,0
10821,CN,CHNJZ,,,686,686,1,0
10821,IN,a_kk,,1997,686,686,3,0
10821,KR,rithm,,1987,686,708,4,0
10821,JP,mitsu1119,,2001,686,768,18,0
10821,RU,mrEAX,,,686,878,3,0
10821,JP,melonoidz,The University of Tokyo,1995,686,686,15,0
10821,CN,morestep,,1999,686,686,2,0
10821,BD,You_Know_Who,,1998,686,686,3,0
10821,CN,kkva,,1998,686,686,5,0
10821,JP,ishigen,,1995,686,686,18,0
10821,JP,matsuwo,TMU,1997,686,691,11,0
10821,JP,temporarynoname,,1995,686,733,11,0
10821,JP,Boonyon,,1977,686,700,12,0
10837,JP,riaf,,,685,685,8,0
10837,JP,lambdasawa,,1995,685,685,4,0
10837,JP,AMeararEX,U-Tokyo,,685,685,6,0
10837,JP,shikachii,University of Yamanashi,1998,685,717,16,0
10837,JP,Brea0930,uec,1993,685,685,5,0
10837,JP,savio,Nara Institute of Science and Technology,,685,776,9,0
10837,BR,BrennerRios,UNICAMP,,685,739,21,0
10837,JP,Chamy,,,685,722,16,0
10837,JP,ided345,,1976,685,751,8,0
10837,IN,coldbeer,"National Institute of Technology, Calicut",2000,685,685,6,0
10847,UA,witua,Lviv NU,1995,684,684,1,0
10847,JP,s5412039,IBM Group,1991,684,867,31,0
10847,JP,wataru080529,wat,,684,684,14,0
10847,JP,shureneko,Tokyo,,684,768,3,0
10847,JP,muskie0802,,,684,720,17,0
10847,AU,farbod,University of Adelaide,1994,684,684,4,0
10847,DO,bant,INTEC,1999,684,820,22,0
10847,CN,LYTina_Starlight,CQBZ,2004,684,684,7,0
10847,LI,eoind,,,684,684,2,0
10847,RO,armand_liv,,2002,684,684,2,0
10847,JP,takey10,京都大学,1997,684,684,7,0
10847,JP,ex16night398,Chiba Univ.,1999,684,684,8,0
10847,JP,anybody,,2002,684,696,4,0
10847,LV,DarkAvengerr,,2003,684,693,6,0
10861,JP,Sophie1234,???,,683,727,23,0
10861,BD,JESI,,1992,683,720,3,0
10861,JP,mochi1123,,1998,683,683,10,0
10861,MD,ni3k,,2001,683,683,5,0
10861,CN,xyry96,,,683,710,17,0
10861,CN,ynfrtc,,,683,683,1,0
10861,JP,ddtkra,,1991,683,699,29,0
10861,CN,imily,Hangzhou Zijingang Middle School,2005,683,683,5,0
10861,CN,mwx36mwx,Zhejiang University,1993,683,683,4,0
10861,JP,pesca,,,683,715,9,0
10861,JP,saitenntaisei,,2002,683,683,15,0
10861,JP,SeaHare,,1967,683,683,2,0
10861,CN,SDGH_syy,ChengduSDGH,2001,683,683,3,0
10861,JP,moon_27,専門学校,1999,683,683,12,0
10861,JP,shinhiro,,1994,683,727,10,0
10861,JP,satosansato3,,1993,683,683,13,0
10861,JP,lessoniana,,,683,683,19,0
10861,JP,watatata,,,683,684,12,0
10879,JP,tmochizuki,t,,682,908,22,0
10879,PH,ching,eTeam,1997,682,724,5,0
10879,BD,shahed95,,1995,682,682,3,0
10879,RU,prifio_k,,2000,682,682,1,0
10879,JP,hsm_hx,宇部工業高等専門学校,2000,682,693,11,0
10879,JP,showyou41,,1981,682,712,29,0
10879,JP,Shiro_S,Kyoto University,1999,682,713,17,0
10879,CN,yangjinhao,,2003,682,682,4,0
10879,IN,sagar7390,IPU,1996,682,682,4,0
10879,RU,Mlxa,,,682,682,1,0
10879,JO,Ownography,JUST,1997,682,682,1,0
10879,JP,xlxkazuki,,1990,682,795,11,0
10879,KR,nanoha,,1999,682,682,1,0
10879,ID,wawando,Tokyo Institute of Technology,1996,682,682,5,0
10879,IN,islingr,,2002,682,682,2,0
10879,CN,huas_dd,,1999,682,767,4,0
10895,JP,ouoz1V,,,681,681,6,0
10895,JP,ao41,jp,,681,709,16,0
10895,RU,shevchux,,1997,681,681,2,0
10895,JP,Mon_chi,,2001,681,681,11,0
10895,RU,phil9l,,1997,681,681,1,0
10895,CN,hzoimafia,,2000,681,681,2,0
10895,JP,konan007,大学生,1996,681,701,12,0
10895,TH,thratarr,,1999,681,681,1,0
10895,TW,andychen,,1995,681,681,3,0
10895,JP,leaf_b,,,681,744,14,0
10905,JP,tanishi,nit.ok,,680,680,3,0
10905,JP,Tyler,,,680,747,6,0
10905,BD,Ronee,1,1993,680,680,4,0
10905,TH,poomrokc,zoomswk,1999,680,680,2,0
10905,PL,akuda,,1988,680,680,3,0
10905,CN,fgyg_zy,,2006,680,680,23,0
10905,JP,hatakeyama,,1969,680,680,8,0
10905,RO,antohir,,2001,680,680,1,0
10905,JP,dnaka,,,680,680,8,0
10905,IN,shan61916,Chandigarh University,2000,680,680,3,0
10905,JP,lusingander,,,680,715,6,0
10905,CN,Stolf,,1999,680,680,1,0
10917,JP,terusan,,,679,679,12,0
10917,JP,proton,waseda Uni,1996,679,679,9,0
10917,AU,mcpower,,,679,679,1,0
10917,RU,klykov,,,679,777,8,0
10917,CN,NamelessYang,,,679,679,2,0
10917,JP,OP24,,,679,679,7,0
10917,JP,trabarc,,,679,679,9,0
10917,CN,Ellen,,2003,679,679,1,0
10917,JP,Laksa,,,679,730,19,0
10917,JP,d_chan,JPN,1997,679,679,10,0
10917,JP,aki1502,京都大学,1998,679,679,10,0
10917,JP,syokubai,,,679,679,8,0
10917,IN,hardik8464,,2000,679,679,2,0
10930,JP,kuroneko398,University of Hyogo,,678,678,6,0
10930,IN,arpn,,1994,678,678,2,0
10930,JP,yutaooka,,1998,678,678,2,0
10930,JP,pianotile,,2001,678,732,13,0
10930,JP,e16021,,,678,684,13,0
10930,JP,makanai,,1993,678,678,10,0
10930,JP,humanmodoki,,1998,678,678,11,0
10930,CN,RINSMQ,,,678,748,3,0
10930,JP,kousuru,,,678,729,6,0
10930,JP,tomomo2b2,,1996,678,678,3,0
10940,JP,lawliet3110,University of Aizu,1992,677,677,3,0
10940,IN,AtomRush,,1995,677,677,1,0
10940,JP,shirokumight,,1999,677,782,10,0
10940,MN,MonCoder,,,677,677,1,0
10940,JP,SarvagyaAgarwal,,,677,677,3,0
10940,JP,redboltz,,1973,677,715,9,0
10940,CN,LFhase,,1997,677,677,2,0
10940,JP,stra,,,677,677,5,0
10940,JP,DeltaForce222,,2001,677,677,12,0
10940,JP,TakoAbokado,,2003,677,677,11,0
10940,JP,kurokuro96,,2004,677,689,25,0
10940,RU,SHAMPINION,,2001,677,677,3,0
10940,JP,hatosabure,ut,1999,677,677,7,0
10940,JP,yanagirts,,1997,677,677,7,0
10954,JP,vzvu3k6k,the Internet,,676,686,6,0
10954,JP,taku7756,Tokyo Institute of Technology,,676,676,25,0
10954,JP,kuspen,なし,,676,724,14,0
10954,BD,Ahsin_Abid,,,676,676,1,0
10954,JP,tkgsy,名古屋大学,1995,676,676,6,0
10954,JP,kasu_miko,筑波大学大学院,1995,676,737,28,0
10954,SG,firemansamm,,,676,676,3,0
10954,JP,fromT,,,676,734,14,0
10954,JP,triomino,,,676,676,1,0
10954,JP,karukan,,1999,676,749,41,0
10954,JP,ShataKurashi,,1995,676,676,10,0
10954,JP,fish0504,大学3年,1998,676,676,20,0
10954,JP,yky4n4g1,ISC,1998,676,676,16,0
10954,JP,runtalos,,,676,676,10,0
10954,JP,tanakanoko,高専,2002,676,695,17,0
10954,JP,Keichan16,,1995,676,735,10,0
10954,JP,onon,,1997,676,676,15,0
10954,JP,komoyan,,1993,676,689,16,0
10972,JP,Rikuya6,,,675,717,45,0
10972,JP,bbforest54,,1995,675,675,15,0
10972,JP,ZZZZZZ,,,675,675,4,0
10972,CN,kcl886,,,675,675,2,0
10972,JP,hebisuman,GOD,,675,675,7,0
10972,JP,Hum1060,,1985,675,708,20,0
10972,UZ,Isfandiyor,Tashkent U of IT,1994,675,675,1,0
10972,JP,inlsea,,1992,675,675,7,0
10972,MY,nobility,,,675,724,8,0
10972,JP,morix1500,,,675,675,14,0
10972,UA,Vasyl_Protsiv,,,675,675,2,0
10983,CN,inoration,,1995,674,674,1,0
10983,GB,vandiar,,,674,786,12,0
10983,IN,iskein,,1996,674,674,2,0
10983,JP,adsholoko,,,674,674,17,0
10983,CN,harryhqg,,2005,674,674,4,0
10983,JP,nogami_geo,弥生の北端,1997,674,675,19,0
10983,JP,Megapo,,1994,674,694,9,0
10983,JP,Nenetti,,,674,711,15,0
10983,IN,crp987,Nitk,1999,674,674,3,0
10983,JP,sonozaki,,1993,674,697,14,0
10993,JP,suffocair,,,673,760,17,0
10993,JP,suzumebi,tut,,673,704,25,0
10993,RU,MaxPlus,MSU,1998,673,673,1,0
10993,JP,wight_king,,1987,673,761,6,0
10993,UA,AntonD,,,673,673,3,0
10993,JP,exponential,,,673,742,3,0
10993,JP,HimHim,バーチャル高専,2001,673,673,21,0
10993,JP,ryoo14,,1988,673,695,25,0
10993,JP,huit,,,673,731,12,0
10993,JP,tnaito0315,,,673,700,6,0
10993,TN,youssefbou62,,2001,673,673,3,0
11004,JP,tsukakeng,,,672,672,8,0
11004,KR,yohan5050,,,672,764,6,0
11004,JP,drumsco1029,,1997,672,672,13,0
11004,JP,tsuzuki,,1986,672,773,4,0
11004,JP,yanhao317,,,672,672,3,0
11004,JP,yooky,,,672,733,20,0
11004,JP,gray,,1999,672,693,14,0
11004,JP,ryotatake,,1996,672,672,9,0
11004,CN,aysyxx53,,2004,672,672,1,0
11004,JP,buna,,1996,672,672,7,0
11014,JP,penzant,,,671,671,1,0
11014,JP,shny,,,671,738,9,0
11014,JP,nagakubo117,Doshisha University,1999,671,712,17,0
11014,JP,teru0x1,Hokkaido University,1998,671,671,13,0
11014,BR,mordike,ufc,1996,671,671,2,0
11014,IR,awmirhn,,2002,671,671,4,0
11014,JP,CleanerBot358,EOD,1989,671,671,9,0
11014,CN,chenlj,,2000,671,671,2,0
11022,JP,cocodrips,piyopiyo,,670,749,4,0
11022,JP,puhro,,,670,670,3,0
11022,BY,deidzen,,1999,670,670,2,0
11022,CN,htc550605125,,1995,670,670,1,0
11022,JP,amowwee,,,670,714,18,0
11022,HK,mosuchan,,,670,691,2,0
11022,CN,AOQNRMGYXLMV,,,670,670,2,0
11022,BD,faceless_void,,1995,670,721,11,0
11022,CN,greenty,,1998,670,670,5,0
11022,BD,asif04,,1997,670,670,8,0
11022,JP,KamiShogun,,,670,670,1,0
11022,JP,Azumayan,,1992,670,693,12,0
11022,JP,tktk_snsn,,1993,670,705,19,0
11022,JP,multiple_gamma,,,670,670,11,0
11022,JP,Maricom,,,670,671,5,0
11022,JP,igara432,,,670,733,15,0
11022,JP,Naco,,,670,726,14,0
11022,CN,Froggy,no,2005,670,670,1,0
11040,JP,berlysia,,1992,669,677,4,0
11040,JP,milky,,1995,669,727,21,0
11040,JP,pimanaya,,1996,669,669,3,0
11040,CH,prugler,,,669,669,1,0
11040,CN,ln1992,,1992,669,669,2,0
11040,BD,Dipta_Paul,,1995,669,669,3,0
11040,JP,a01,,,669,669,5,0
11040,JP,hiroyuking,Veeva Japan K.K.,1989,669,696,25,0
11040,JP,hicanyan,Hokkaido University,1995,669,707,26,0
11040,BR,avwl017,,1996,669,669,2,0
11040,CN,kdlkswb,,2002,669,669,2,0
11040,JP,foop,Kyoto University,1996,669,669,13,0
11040,JP,PrCp1N,,1989,669,710,15,0
11040,JP,MiyamonY,,,669,669,2,0
11040,KR,stb,,1995,669,669,3,0
11040,JP,mijinko,,1995,669,672,5,0
11056,JP,minddnim,japan,1984,668,842,21,0
11056,JP,drilldripper,,,668,770,17,0
11056,UA,BaturaDima,,,668,668,3,0
11056,JP,alphajinsei,,,668,728,9,0
11056,EG,ElBatanony,,,668,668,1,0
11056,CN,ggwdwsbs,DUT,1998,668,668,1,0
11056,JP,ItsukiNamito,,,668,684,16,0
11056,JP,SoutaTanaka,tnctprocon,2003,668,668,27,0
11056,JP,trigonometricf,The University of Tokyo,,668,694,14,0
11056,EG,abdallah_naguib,,1999,668,668,2,0
11056,JP,YDKK,,,668,668,8,0
11056,JP,olafsven,,,668,668,3,0
11056,CN,zwu_2017010609,,,668,1057,25,0
11056,NA,nunor,Tohoku University,1998,668,736,12,0
11056,JP,tarovel4842,慶応義塾大学,1997,668,675,18,0
11056,JP,sunyryr,nittc,1999,668,718,14,0
11056,JP,kudzu,,1992,668,734,19,0
11056,JP,hagemori,Wase,,668,670,14,0
11056,CN,Jerryjpy,Nanjing YinCheng Primary School ----PeiYang Jiang,2009,668,668,8,0
11056,JP,ryoto,AkashikitaHS,2002,668,714,11,0
11076,JP,luckyno9,free,,667,814,34,0
11076,JP,mattuan4892,,,667,807,7,0
11076,JP,manabu,,1978,667,730,13,0
11076,JP,moosan63,,1989,667,667,16,0
11076,JP,Kasega0, The University of Tokyo,1998,667,695,7,0
11076,JP,kzykmyzw,,,667,670,14,0
11076,JP,takay,,,667,681,13,0
11076,JP,calei,,1989,667,667,15,0
11076,JP,mpkato,,,667,667,6,0
11085,JP,yuokasfc,ひみつ,,666,666,3,0
11085,JP,mikan_yukke,学生,,666,666,7,0
11085,BD,sanjit,,1995,666,666,3,0
11085,IN,vThejas,,,666,666,2,0
11085,CN,zyz3_14,,1997,666,666,2,0
11085,CN,devenber,,1998,666,666,2,0
11085,JP,huwamoko, Engineer,1996,666,778,44,0
11085,CN,shiru,,2000,666,666,1,0
11085,CN,qguaihudou,,1995,666,666,2,0
11085,PE,xander,,,666,666,6,0
11085,JP,eiji0313,,,666,666,4,0
11085,JP,kenchalros,Kyushu University,1995,666,666,18,0
11085,JP,sumin57,,,666,737,11,0
11085,JP,Hikki,The University of Tokyo,1999,666,666,12,0
11085,JP,kwkt,,,666,666,6,0
11085,CN,Lloong,,,666,666,2,0
11101,JP,Marco3jp,学生,1998,665,665,16,0
11101,JP,glebone,,,665,665,1,0
11101,IR,SamyarS80,,2000,665,665,3,0
11101,TH,SPKTenCutter,-,2001,665,665,6,0
11101,JP,tklab,,1987,665,689,16,0
11101,CN,hnust_syy,,,665,665,16,0
11101,JP,gori3y3s,会社員,1993,665,665,8,0
11101,JP,tmp271828,,,665,696,9,0
11101,JP,tri_ephemeral,,1994,665,665,8,0
11110,JP,ShinjiSHIBATA,Home Security,1976,664,972,80,0
11110,JP,pika53f,KJI,1980,664,723,37,0
11110,JP,Umbroom,,,664,664,15,0
11110,JP,narui1125,Rabbit House,1995,664,664,15,0
11110,JP,chouxcreams,筑波大学,1996,664,664,8,0
11110,JP,hiraku,,1982,664,814,17,0
11110,IN,ppm_143,,1998,664,674,4,0
11117,JP,ne270120,Senshu University,,663,665,18,0
11117,RU,Magic_eraser,,1994,663,663,1,0
11117,JO,bnahmad15,,2001,663,663,4,0
11117,JP,jumpeda,某社,1994,663,679,14,0
11117,JP,hirodesign,,1991,663,663,4,0
11117,JP,Hoosee10,,,663,688,14,0
11117,CN,HtBest,,,663,663,1,0
11117,JP,Harry325Kitajima,大宮highschool,2003,663,704,25,0
11117,JP,islandshinji,,,663,663,4,0
11117,JP,slash,ku,2000,663,674,16,0
11117,JP,m0ri0,,1995,663,663,10,0
11117,JP,nopopon,,,663,663,15,0
11129,JP,mitubaEX,京都産業大学,,662,706,35,0
11129,JP,poa1006,,1991,662,662,3,0
11129,RU,Provet,Li7,1999,662,662,2,0
11129,CN,hnustpengsl,,,662,726,14,0
11129,BD,Riddho,"DU_Dining_Philosophers, DU_Ekush, DU_RandomVariables, DU_ColonThree",1997,662,662,2,0
11129,JP,fvrt,,,662,715,21,0
11129,ES,tekess,,,662,662,8,0
11129,JP,tron_kmc,Kyoto University,1997,662,684,7,0
11129,JP,naoki1030,,1994,662,818,15,0
11129,CN,Cherish_OI,,,662,662,3,0
11129,JP,aijey,Ya ne znavu,1904,662,662,1,0
11129,JP,YutaCI,熊本高専,2001,662,662,12,0
11129,CN,hnust_chenjiedon,Hunan University of Science and Technology,2000,662,662,7,0
11129,IN,dharmilp,DAIICT,1999,662,662,3,0
11143,JP,umashika,,1995,661,661,4,0
11143,JP,cz5hxzrr,secret,,661,661,10,0
11143,JP,taketoy,,1979,661,661,5,0
11143,JP,hiku,,,661,662,12,0
11143,CN,zyyyyyy,,2002,661,661,1,0
11143,IN,vaibhavvg,,1999,661,759,4,0
11143,BD,Mujahid,,1994,661,661,2,0
11143,KZ,AlexMill,,2001,661,661,1,0
11143,CL,Thibo,,1995,661,661,3,0
11143,JP,meena69,,1999,661,896,23,0
11143,JP,hzkchan,二次元,,661,661,1,0
11143,UA,dyominov,,1991,661,691,26,0
11143,JP,amata1219,,,661,709,20,0
11143,JP,erotic_panda,,1996,661,661,15,0
11157,JP,XteJ3g,Kansai University,1995,660,660,8,0
11157,KZ,Madiyar,,,660,660,2,0
11157,CN,hnust_lixingdong,,,660,660,3,0
11157,JP,taojunhan,,,660,660,3,0
11157,JP,uskey512,,1990,660,660,3,0
11157,JP,ssjb,,,660,660,18,0
11157,JP,uncho,,1994,660,660,12,0
11157,JP,inoudayo,,1998,660,660,20,0
11157,JP,yharu63,,1988,660,713,5,0
11157,JP,enjoy,MMA,1999,660,660,19,0
11157,CN,Seast,,,660,660,1,0
11157,JP,ktakamura,金沢大学,1995,660,660,16,0
11157,JP,matatabinoneko,,,660,675,11,0
11157,JP,winter_rance,Japan,1989,660,667,11,0
11157,TW,IceTea,Power of the Greatest Doggy of NECH,2001,660,660,2,0
11172,JP,pandanoir,東北大学,,659,659,4,0
11172,JP,emon,KyotoUniv,,659,659,2,0
11172,JP,hiroki015,大学生,1994,659,659,1,0
11172,CN,unexpected,,,659,659,3,0
11172,JP,akymyk,,1986,659,665,14,0
11172,JP,dashi,Kyoto University,1996,659,702,10,0
11172,JP,ueyuki,,,659,754,22,0
11172,CN,irit_Qyh,,2002,659,659,3,0
11172,CN,xnmzdxws,,,659,740,14,0
11172,JP,hide0903,nit_kit,2000,659,666,35,0
11172,CN,sopv,,1998,659,699,3,0
11172,JP,hinu1116,The University of Tokyo,1998,659,719,8,0
11172,JP,akita,,,659,672,11,0
11172,JP,bereke,metro634,2003,659,664,16,0
11172,JP,tkr987,NEET,1987,659,683,23,0
11187,IT,Giada,Italy,,658,658,1,0
11187,JP,kotojpn,,,658,658,7,0
11187,MX,Vicfred,Instituto Politecnico Nacional,,658,658,4,0
11187,JP,siero,,1993,658,705,8,0
11187,CN,KyleYoung,15058999783,2000,658,658,1,0
11187,CN,GYD3462508929,,1997,658,668,18,0
11187,CN,unhappyjinjin,,,658,658,9,0
11187,CN,OMRailgun,,,658,658,1,0
11187,EG,vanessi,,1994,658,658,2,0
11187,JP,to,,,658,658,7,0
11187,JP,haaatchi,Rohnin,1994,658,658,7,0
11187,JP,syogun,,,658,658,7,0
11187,JP,earlgray283,Kakegawa Technical High School,2001,658,668,24,0
11187,JP,swimcamera,,1998,658,687,21,0
11187,JP,pkkoro,,1992,658,759,11,0
11187,JP,sagoj0_,RCC/ RiPPro,1999,658,698,20,0
11203,JP,achax0511,,,657,839,28,0
11203,US,ll931110_again,Massachusetts Institute of Technology,1993,657,657,1,0
11203,JP,deark1414,兵庫県立大学大学院,1994,657,776,10,0
11203,IN,samyak3098,,1998,657,657,10,0
11203,RU,drack3800,,,657,657,2,0
11203,CN,hjl541607040106,,,657,657,2,0
11203,KR,kdy2000,ansi,1996,657,745,6,0
11203,CN,pxlsdz,,,657,657,6,0
11203,RO,IsacLucian,,2001,657,657,3,0
11203,JP,JotaroKujo,,1970,657,657,1,0
11213,JP,tome1201,,1995,656,656,10,0
11213,IN,Veidt,,1994,656,656,2,0
11213,SY,Amer_Ahmed,,1998,656,656,1,0
11213,JP,m0riiiii,,1992,656,656,8,0
11213,JP,fegi,,,656,757,12,0
11213,JP,tdtk,YNU,1995,656,665,14,0
11213,CN,plusls,,1998,656,656,2,0
11213,JP,ryu19,,1994,656,656,8,0
11213,JP,masaharu2015,,,656,656,6,0
11213,JP,kusano_t,,1987,656,656,4,0
11213,RU,anatolik,,,656,656,2,0
11213,JP,klno,YSFJH,2004,656,806,29,0
